ID	drugs	transporters	targets	enzymes	carriers	groups
DB05246	Methsuximide		CACNA1G	CYP2C19		approved
DB05258	Natural alpha interferon		IFNAR1			investigational;approved
DB05259	Glatiramer Acetate		HLA-DRB1			investigational;approved
DB05260	Gallium nitrate	TFRC	BGLAP;ATP6V1B2;RRM2;IL1B;PPI		TF	investigational;approved
DB05265	Ecabet		ureC;NOXO1			investigational;approved
DB05266	Ibudilast		PDE4A;PDE4B;PDE4C;PDE4D;PDE3A			investigational;approved
DB05271	Rotigotine		DRD4;DRD5;DRD2;DRD3;ADRA2B;DRD1;HTR1A	CYP3A4;CYP1A2;CYP2D6		approved
DB05273	Samarium (153Sm) lexidronam					investigational;approved
DB05276	Hepatitis B Immune Globulin		S gene			investigational;approved
DB05294	Vandetanib	ABCG2;ABCC1	EGFR;TEK;VEGFA;RET;PTK6	FMO3;CYP3A4;FMO1	ALB;ORM1	approved
DB05299	keyhole limpet hemocyanin		IL2			investigational;approved
DB05311	Ecallantide		KLKB1			investigational;approved
DB05316	Pimavanserin		DRD2;HTR2A			investigational;approved
DB05332	Romiplostim		MPL			approved
DB05336	Obiltoxaximab					approved
DB05351	Dexlansoprazole		ATP4A;ATP4B	CYP3A4;CYP2C19		investigational;approved
DB05365	BF-200 ALA					investigational;approved
DB05368	Ragweed pollen extract					investigational;approved
DB05381	Histamine	SLC22A5;SLC22A1;SLC22A2;SLC22A3	SLC18A2;HRH4;HRH2;HRH3;HRH1	CYP2C9;CYP3A4;HNMT;CYP2D6		investigational;approved
DB05382	Iodine		MT-ND5			investigational;approved
DB05384	Carbopol 974P					investigational;approved
DB05389	WF10		MAEA;CD163			investigational;approved
DB05510	Huperzine-A		ACHE			investigational;approved
DB05521	Telaprevir	ABCB1	SLCO1B1;NS3/4A;SLCO2B1	CYP3A4	ALB;ORM1	approved;withdrawn
DB05528	Mipomersen					investigational;approved
DB05541	Brivaracetam		SV2A;SCN1A	CYP2C9;CYP2B6;CYP3A4;CYP2C19		investigational;approved
DB05578	Ramucirumab		KDR			investigational;approved
DB05630	Sodium stibogluconate		TOP1			investigational;approved
DB05676	Apremilast		NOS3;IFNG;TNF;IL2;PDE4A;PDE4B;PDE4D	CYP3A4		investigational;approved
DB05679	Ustekinumab		IL12B			investigational;approved
DB05773	Trastuzumab emtansine	ABCB1	ERBB2	CYP3A4;CYP3A5		investigational;approved
DB05777	Thrombomodulin Alfa		F2;F5			investigational;approved
DB05812	Abiraterone	ABCC1	CYP17A1	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP2C19;CYP3A4;SULT2A1	ALB;ORM1	approved
DB05829	Parathyroid hormone		PTH1R;PTH2R			investigational;approved
DB05889	Inotuzumab ozogamicin	ABCB1	CD22			investigational;approved
DB05990	Obeticholic acid		NR1H4	CYP1A2;BAAT		approved
DB06014	Eteplirsen					investigational;approved
DB06016	Cariprazine		HTR2B;DRD2;DRD3;HTR2A;HRH1;HTR1A	CYP3A4;CYP2D6		investigational;approved
DB06043	Olaratumab		PDGFRA			investigational;approved
DB06144	Sertindole		ADRA1A;ADRA1B;ADRA1D;KCNH2;DRD2;HTR6;HTR2A;HTR2C	CYP3A4;CYP2D6		investigational;approved;withdrawn
DB06145	Spiramycin		rplC	CYP3A4		approved
DB06147	Sulfathiazole			CYP19A1		approved;vet_approved
DB06148	Mianserin		SLC6A3;SLC6A2;DRD1;SLC6A4;ADRA1A;HTR2B;DRD2;ADRA2A;ADRA2B;ADRA2C;HTR6;HTR7;HRH4;HTR2A;HTR2C;HRH1;OPRK1;HTR1F;DRD3;HTR1A	CYP3A4;CYP2B6;CYP1A2;CYP2D6		investigational;approved
DB06149	Teicoplanin					investigational;approved
DB06150	Sulfadimethoxine			CYP2C9		approved;vet_approved
DB06151	Acetylcysteine	SLCO1B1;SLC22A6	GRIN2B;GSS;SLC7A11;CHUK;IKBKB;GRIN3A;GRIN2A;GRIN2D;GRIN1;ACY1			investigational;approved
DB06152	Nylidrin			COMT		approved
DB06153	Pizotifen					approved
DB06154	Pentaerythritol Tetranitrate					approved
DB06155	Rimonabant		CNR1;GPR55	CYP3A4		investigational;approved
DB06168	Canakinumab		IL1B			investigational;approved
DB06176	Romidepsin	ABCB1;SLCO1B3	HDAC1;ABCC1;HDAC2;HDAC4;HDAC6	CYP1A1;CYP3A4;CYP3A5;CYP2B6;CYP2C19		investigational;approved
DB06186	Ipilimumab		CTLA4			approved
DB06193	Pixantrone					investigational;approved
DB06196	Icatibant		BDKRB2;ANPEP			investigational;approved
DB06201	Rufinamide		GRM5;SCN9A	CES1;CYP3A4;CYP2E1	ALB	approved
DB06202	Lasofoxifene		CNR2;ESR2;ESR1			investigational;approved
DB06203	Alogliptin		DPP4	CYP3A4;CYP2D6		approved
DB06204	Tapentadol		SLC6A2;SLC6A4;OPRM1;OPRD1;HTR3A;OPRK1	CYP2C9;UGT2B7;CYP2C19;UGT1A9;CYP2D6		approved
DB06205	Hyaluronidase (Human Recombinant)		TGFB1		ALB	investigational;approved
DB06206	Sugammadex					approved
DB06207	Silodosin	ABCB1;ABCB4	ADRA1A;ADRA1B;ADRA1D	UGT2B7;CYP3A4		approved
DB06209	Prasugrel		P2RY12	CYP2C9;CYP2C19;CYP3A4;CES2;CYP2B6	ALB	approved
DB06210	Eltrombopag	SLCO1B1	MPL	CYP2C8;CYP1A2;UGT1A1;UGT1A3		approved
DB06211	Doripenem		mrcA;mrcB;mrdA;pbpB;pbp4	DPEP1		investigational;approved
DB06212	Tolvaptan	ABCB1	AVPR2;AVPR1A	CYP3A4		approved
DB06213	Regadenoson		ADORA2A			investigational;approved
DB06215	Ferumoxytol					investigational;approved
DB06216	Asenapine		ADRA1A;HTR5A;DRD3;ADRB1;DRD4;HRH1;DRD2;ADRA2A;ADRA2B;ADRA2C;HTR6;HTR7;ADRB2;HTR2A;HTR2C;HTR2B;HRH2;DRD1;HTR1A;HTR1B	UGT1A4;CYP1A2;CYP3A4;CYP2D6		approved
DB06217	Vernakalant		KCNA5;KCND3;SCN5A;KCNH2	CYP2D6		investigational;approved
DB06218	Lacosamide		SCN3A;SCN10A;SCN9A			approved
DB06219	Dalbavancin					investigational;approved
DB06228	Rivaroxaban	ABCB1	F10	CYP2J2;CYP3A4;CYP3A5		approved
DB06230	Nalmefene		OPRK1;OPRM1;OPRD1	UGT2B7;UGT1A8;UGT1A3		investigational;approved;withdrawn
DB06237	Avanafil		PDE5A	CYP3A4		approved
DB06243	Eflornithine		ODC1			approved;withdrawn
DB06249	Arzoxifene		ESR2;ESR1			investigational;approved
DB06255	Incadronic acid					investigational;approved
DB06260	Aviptadil					approved
DB06261	Hexaminolevulinate					approved
DB06262	Droxidopa	SLC6A2;SLC16A10	ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;ADRB2;ADRB3;PAH	DDC		investigational;approved
DB06263	Amrubicin	ABCB5	TOP2A	CBR1;POR		investigational;approved
DB06264	Tolperisone			CYP1A2		investigational;approved
DB06267	Udenafil		PDE5A	CYP3A4;CYP3A5		investigational;approved
DB06268	Sitaxentan		EDNRA;EDNRB	CYP2C9;CYP3A4;CYP2C19		investigational;approved;withdrawn
DB06271	Sulodexide		SERPIND1;SERPINC1			investigational;approved
DB06272	Maxacalcitol					investigational;approved
DB06273	Tocilizumab		IL6R			approved
DB06274	Alvimopan		OPRK1;OPRM1;OPRD1			investigational;approved
DB06282	Levocetirizine		HRH1	CYP3A4		approved
DB06283	Ziconotide					approved
DB06285	Teriparatide		PTH1R			investigational;approved
DB06287	Temsirolimus	ABCB1	MTOR	CYP3A7;CYP3A4;CYP3A5;CYP2D6		approved
DB06288	Amisulpride		HTR7;HTR2A;DRD2;DRD3			investigational;approved
DB06290	Simeprevir	ABCG2;SLC10A1;SLCO1B3;SLCO1B1;ABCB1;SLCO2B1;ABCB11;ABCC2		CYP3A4;CYP1A2	ALB	approved
DB06292	Dapagliflozin	ABCB1	SLC5A2	CYP2C9;CYP1A1;CYP1A2;CYP2D6;UGT2B7;UGT2B4;CYP2A6;CYP3A4;UGT1A9		approved
DB06317	Elotuzumab		SLAMF7			approved
DB06335	Saxagliptin	SLCO4C1;SLC22A8;ABCC1	DPP4	CYP3A4;CYP3A5		approved
DB06361	rsPSMA Vaccine					investigational;approved
DB06366	Pertuzumab		ERBB2			approved
DB06372	Rilonacept		IL1A;IL1B;IL1RN			investigational;approved
DB06401	Bazedoxifene		ESR2;ESR1			investigational;approved
DB06402	Telavancin					approved
DB06403	Ambrisentan	SLCO1B1;ABCB1;SLCO1B3	EDNRA;EDNRB	UGT2B7;CYP2C19;UGT1A9;CYP3A4;CYP3A5;UGT1A3		investigational;approved
DB06404	Human C1-esterase inhibitor		F2;KLKB1;PLAT;F12;C1S;C1R;F11			approved
DB06410	Doxercalciferol		VDR	CYP27A1		approved
DB06412	Oxymetholone		AR;NPPB	CYP3A43;CYP1A2;CYP2D6;MAOA;CYP2C19;CYP3A7;SRD5A1;CYP3A5;CYP3A4	SHBG;ALB	illicit;approved
DB06413	Armodafinil		SLC6A3	CYP2C9;CYP1A2;CYP2B6;CYP2C19;CYP3A4;CYP3A5		investigational;approved
DB06414	Etravirine	ABCB1;ABCB4	gag-pol	CYP2C9;CYP3A4;CYP2C19		approved
DB06415	Calfactant					approved
DB06439	Tyloxapol		LPL			investigational;approved
DB06441	Cangrelor		P2RY12			approved
DB06480	Prucalopride		HTR4			approved
DB06589	Pazopanib	SLCO1B1;ABCB1;ABCG2;UGT1A1	PDGFRB;PDGFRA;ITK;SH2B3;KIT;FGF1;FLT4;FGFR3;KDR;FLT1	CYP2C8;CYP3A4;CYP1A2;CYP2D6		approved
DB06590	Ceftaroline fosamil					investigational;approved
DB06594	Agomelatine		MTNR1B;MTNR1A;HTR2C	CYP2C9;CYP1A2		investigational;approved
DB06595	Midostaurin		PDGFRB;PDGFRA;PRKCA;KIT;FLT3;KDR	CYP2C9;CYP2C8;CYP1A2;CYP2D6;CYP3A43;CYP2B6;CYP2E1;CYP2C19;CYP3A7;CYP3A4;CYP3A5		investigational;approved
DB06602	Reslizumab		IL5			investigational;approved
DB06603	Panobinostat	ABCB1	HDAC1	CYP3A4;CYP2D6		investigational;approved
DB06605	Apixaban	ABCB1;ABCG2	F10	CYP2C9;CYP2C8;CYP1A2;CYP2J2;CYP2C19;CYP3A4;CYP3A5		approved
DB06607	Catumaxomab		FCGR3A;FCGR3B;FCGR1A;EPCAM;FCGR2A;CD3E			investigational;approved;withdrawn
DB06612	Mepolizumab		IL5			investigational;approved
DB06614	Peramivir		NA			investigational;approved
DB06616	Bosutinib	ABCB1	SRC;MAP3K2;CAMK2G;MAP2K1;MAP2K2;CDK2;ABL1;HCK;LYN;BCR	CYP3A4		approved
DB06623	Flupirtine		ADRA2A			investigational;approved
DB06626	Axitinib	SLCO1B1;ABCB1	FLT4;KDR;FLT1	CYP3A4;CYP3A5;CYP2C19;CYP1A2;UGT1A1		investigational;approved
DB06636	Isavuconazonium	ABCB1		CYP3A4		investigational;approved
DB06637	Dalfampridine		KCND1;KCND3;KCND2;KCNC1;KCNC2;KCNC3;KCNB1;KCNA10;KCNB2;KCNA6;KCNA7;KCNA4;KCNA5;KCNA2;KCNA3;KCNA1	CYP2E1		approved
DB06643	Denosumab		TNFSF11			approved
DB06650	Ofatumumab		MS4A1			approved
DB06654	Safinamide	ABCG2;SLCO3A1	MAOB	MAOA;CYP3A4		investigational;approved
DB06655	Liraglutide		GLP1R	MME;DPP4		approved
DB06663	Pasireotide		SSTR1;SSTR3;SSTR2;SSTR5			approved
DB06674	Golimumab		TNF			approved
DB06681	Belatacept		CD80;CD86			investigational;approved
DB06684	Vilazodone	SLC6A4	HTR1A	CYP3A4;CYP2C18;CYP2D6		approved
DB06688	Sipuleucel-T		ACPP			investigational;approved
DB06689	Ethanolamine Oleate		F12	CYP2E1		approved
DB06690	Nitrous oxide					approved;vet_approved
DB06691	Mepyramine	SLC22A4;SLC22A5	HRH1	CYP2D6		approved;vet_approved
DB06692	Aprotinin		PRSS1;PLG;CTRB1;KLK1			investigational;approved;withdrawn
DB06694	Xylometazoline		ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C			investigational;approved
DB06695	Dabigatran etexilate	ABCB1	F2	UGT2B7;NQO2;CES1;UGT2B15;CES2;UGT1A9		approved
DB06696	Arbekacin		rpsL			investigational;approved
DB06697	Artemether			CYP2C9;CYP2D6;CYP2B6;CYP2C19;CYP3A4;CYP3A5		approved
DB06698	Betahistine		HRH3;HRH1			investigational;approved
DB06699	Degarelix		GNRHR			approved
DB06700	Desvenlafaxine		SLC6A2;SLC6A4	CYP3A4		investigational;approved
DB06701	Dexmethylphenidate		SLC6A3;SLC6A2;SLC6A4	CYP2D6		investigational;approved
DB06702	Fesoterodine	ABCB1	CHRM5;CHRM4;CHRM3;CHRM2;CHRM1	CYP3A4;CYP2D6		approved
DB06703	Gadobutrol					approved
DB06704	Iobenguane	SLC6A2				investigational;approved
DB06705	Gadofosveset trisodium				ALB	approved
DB06706	Isometheptene		ADRA1A;SLC18A2			approved
DB06707	Levonordefrin		ADRA2A			approved
DB06708	Lumefantrine			CYP3A4;CYP2D6		approved
DB06709	Methacholine		CHRM3			investigational;approved
DB06710	Methyltestosterone	SLC22A8;SLCO1A2	AR;ESR1	CYP3A4;CYP19A1;CYP2B6	SHBG;ALB	approved
DB06711	Naphazoline		ADRA1A;ADRA2A			approved
DB06712	Nilvadipine		CACNA1S;CACNB2;CACNA1C;CACNA1D;CACNA2D3;CACNA2D1	CYP2C9;CYP2C8;CYP1A2;CYP2E1;CYP2C19;CYP2A6;CYP3A4		investigational;approved
DB06713	Norelgestromin		ALB;AR;PGR	STS		investigational;approved
DB06714	Propylhexedrine		SLC18A2;TAAR1			approved
DB06715	Potassium Iodide					approved
DB06716	Fospropofol		GABRB2;GABRB3	ALPL	ALB	illicit;investigational;approved
DB06717	Fosaprepitant			CYP3A4		approved
DB06718	Stanozolol					approved;vet_approved
DB06719	Buserelin		LHCGR;GNRHR	CYP19A1		investigational;approved
DB06720	Velaglucerase alfa		GBA			investigational;approved
DB06723	Aluminum hydroxide					investigational;approved
DB06724	Calcium Carbonate					investigational;approved
DB06725	Lornoxicam		PTGS2;PTGS1	CYP2C9		investigational;approved
DB06729	Sulfaphenazole		folP	CYP2C9;CYP2C8;CYP2B6;CYP2A6;CYP2D6		approved
DB06730	Gestodene		ADGRD1	CYP3A7;CYP3A5		investigational;approved
DB06736	Aceclofenac		PTGS2;PTGS1	CYP2C9		investigational;approved
DB06737	Zaltoprofen			CYP2C9;UGT2B7;PTGS1		investigational;approved
DB06738	Ketobemidone		OPRK1;OPRM1;GRIN1;OPRD1	CYP2C9;CYP2C8;PTGS1;CYP2B6;CYP2C19;UGT1A9;CYP3A4		investigational;approved
DB06739	Seratrodast		TBXA2R	CYP2C9;CYP2C8;PTGS1;CYP2B6;CYP2C19;UGT1A9;CYP3A4;CYP2A6		approved
DB06742	Ambroxol			CYP3A4		investigational;approved
DB06751	Drotaverine		PDE4A;CACNA1C			investigational;approved
DB06752	Chymopapain			PLA2G4A		approved;withdrawn
DB06754	Danaparoid					approved;withdrawn
DB06755	Beta carotene					approved;nutraceutical
DB06756	Glycine betaine		BCL2	PRODH;BCHE		approved;nutraceutical
DB06757	Manganese		IDH3A;ARG1;TAB1;TF;IDH3G	ACO1		approved;nutraceutical
DB06759	Fomivirsen		UL122			investigational;approved;withdrawn
DB06760	Sacrosidase					approved
DB06761	Beractant					approved
DB06762	Pinacidil			CYP3A4		approved
DB06764	Tetryzoline		ADRA1A			approved
DB06766	Alcaftadine		HRH1			approved
DB06767	Ammonium chloride					investigational;approved;vet_approved
DB06768	Ammonium lactate					approved
DB06769	Bendamustine			CYP1A2		investigational;approved
DB06770	Benzyl alcohol			CYP2C8;CYP1A2;CYP2D6;CYP1A1;CYP2B6;CYP2E1;ALDH2;CYP3A4		approved
DB06771	Besifloxacin		parC;gyrA			approved
DB06772	Cabazitaxel	SLCO1B1;ABCB1;ABCG2;SLCO1B3	TUBA4A;TUBB1	CYP2C8;CYP3A4;CYP3A5		approved
DB06773	Human calcitonin		ACTN1	NAGLU;ANPEP;PGM1		investigational;approved
DB06774	Capsaicin		PHB2;TRPV1	PTGS2;CYP1A2;DBH;MPO;GLUL;CYP2E1;MAOA;BCHE;CYP3A4		approved
DB06775	Carglumic Acid		CPS1			approved
DB06776	Sodium cellulose phosphate					approved
DB06777	Chenodeoxycholic acid		NR1H4;NR1I2;AKR1C2;GPBAR1	CYP27A1;UGT2B7;CYP3A4		approved
DB06778	Cupric sulfate	CP;ALB		MT-CO1;SOD1;MAOA;PAH;LOX;TYR		approved
DB06779	Dalteparin		SELP;TFPI;VEGFA;SERPINC1	HPSE		approved
DB06780	Desoxycorticosterone acetate		NR3C2			approved
DB06781	Difluprednate		NR3C1			approved
DB06782	Dimercaprol		APP			approved
DB06783	Prussian blue					approved
DB06784	Gallium citrate Ga 67	FTH1;TFRC;FTL				approved
DB06785	Ganirelix		GNRHR			approved
DB06786	Halcinonide		SMO			investigational;approved;withdrawn
DB06787	Hexocyclium		CHRM4;CHRM3;CHRM2;CHRM1			approved
DB06788	Histrelin		GNRHR			approved
DB06789	Hydroxyprogesterone caproate		PGR	CYP3A4;CYP3A5;CYP2C19		investigational;approved
DB06791	Lanreotide		SSTR2;SSTR5			approved
DB06792	Lanthanum carbonate					approved
DB06794	Lodoxamide					approved
DB06795	Mafenide		CA6			approved;vet_approved
DB06796	Mangafodipir	SLC11A2		SOD2	ALB;A2M	investigational;approved;withdrawn
DB06797	Mebutamate					approved
DB06799	Methenamine					approved;vet_approved
DB06800	Methylnaltrexone		OPRK1;OPRM1	CYP2D6		approved
DB06801	Monoctanoin					approved
DB06802	Nepafenac		PTGS2;PTGS1			investigational;approved
DB06803	Niclosamide			CYP2C9;CYP1A2		investigational;approved;vet_approved
DB06804	Nonoxynol-9			PTGS2		approved;withdrawn
DB06805	Pentetate calcium trisodium					approved
DB06806	Pentetate zinc trisodium					approved
DB06807	Phenyl aminosalicylate					approved
DB06809	Plerixafor		CXCR4			approved
DB06810	Plicamycin					investigational;approved;withdrawn
DB06811	Polidocanol					approved
DB06812	Povidone-iodine					approved
DB06813	Pralatrexate	SLC19A1	DHFR;TYMS	FPGS		investigational;approved
DB06814	Protokylol		ADRB2			approved;vet_approved
DB06815	Pyrithione zinc					approved
DB06816	Pyrvinium					approved
DB06817	Raltegravir		pol	UGT1A1		approved
DB06819	Phenylbutyric acid		tyrB;npr	CYP1A2;CYP2D6		investigational;approved
DB06820	Sulconazole			CYP2C9;CYP1A2;CYP2D6		approved
DB06821	Sulfameter		folP			approved
DB06822	Tinzaparin		CXCL12;ITGA4;SERPINC1	ADAMTS4		approved
DB06823	Tiopronin			MPO		investigational;approved
DB06824	Triethylenetetramine	GPC1				investigational;approved
DB06825	Triptorelin		GNRHR			approved;vet_approved
DB06826	Unoprostone					investigational;approved
DB06827	Viomycin					approved
DB07615	Tranilast		HPGDS			investigational;approved
DB07776	Flavone		CYP1B1;ESRRA;ncsA;ESRRB			approved;experimental
DB08439	Parecoxib		PTGS2;LTF	CYP2C9;CYP3A4		approved
DB08604	Triclosan		inhA;PPARG;TPO;NR1I3;NR1I2;AR;fabI			investigational;approved
DB08792	Diloxanide					approved
DB08795	Azidocillin	SLC15A2;SLC22A5;SLC15A1	penA;pbp2a;pbp3;pbp1b;pbpA			approved
DB08796	Pipazethate					approved
DB08797	Salicylamide					approved
DB08798	Sulfamoxole			CYP2C9		approved
DB08799	Antazoline		HRH1			approved
DB08800	Chloropyramine		HRH1			approved
DB08801	Dimetindene		CHRM2;HRH1			investigational;approved
DB08802	Isothipendyl		HRH1			approved
DB08803	Tymazoline					approved
DB08804	Nandrolone decanoate		AR	MAOB;MAOA;CYP19A1		illicit;approved
DB08806	Roxatidine acetate		HRH2			investigational;approved
DB08807	Bopindolol		ADRB1;ADRB2;ADRB3;HTR1A;HTR1B			approved
DB08808	Bupranolol		ADRB1;ADRB2;ADRB3			approved
DB08809	Dichloroacetic Acid		PDK1;GSTZ1			investigational;approved
DB08810	Cinitapride		HTR4;HTR2A;HTR1A			investigational;approved
DB08811	Tofisopam		PDE4A;PDE3A;PDE10A;PDE2A	CYP3A4		approved
DB08813	Nadroparin		MYC;FOS;SELP;SERPINC1			investigational;approved
DB08814	Triflusal		NFKB1;PTGS1;NOS2;PDE10A		ALB	investigational;approved
DB08815	Lurasidone		DRD2;ADRA2A;ADRA2C;HTR7;HTR2A;HTR1A	CYP3A4		investigational;approved
DB08816	Ticagrelor	ABCB1	P2RY12	CYP2C9;CYP3A4;CYP2D6		approved
DB08818	Hyaluronic acid		HMMR;NCAN;HABP2;STAB2;LAYN;CD44;TNFAIP6;VCAN;C1QBP;HABP4;IMPG2;ICAM1;HAPLN4;HAPLN1;HAPLN3			approved;vet_approved
DB08819	Tafluprost		PTGFR	PTGS2		approved
DB08820	Ivacaftor	ABCB1	CFTR	CYP3A4;CYP3A5	ALB;ORM1	approved
DB08822	Azilsartan medoxomil		AGTR1			investigational;approved
DB08823	Spinosad					investigational;approved;vet_approved
DB08824	Ioflupane I-123	SLC6A3				approved
DB08826	Deferiprone			UGT1A6		approved
DB08827	Lomitapide	ABCB1	MTTP	CYP3A4		investigational;approved
DB08828	Vismodegib	ABCB1;ABCG2	SMO	CYP2C9;CYP2C8;CYP3A4;CYP2C19	ALB;ORM1	investigational;approved
DB08834	Tauroursodeoxycholic acid	SLC7A11;SLCO1A2		Cyp2b9;Cyp2b2;Cyp2b1;Cyp2a2;Cyp2a1;Cyp3a2;Cyp3a1		investigational;approved
DB08835	Spaglumic Acid	SLC36A1	FOLH1			approved
DB08842	Acetylcarnitine	SLC22A5;Slc22a21				investigational;approved
DB08847	Hydroxyproline	SLC36A1				approved;experimental
DB08860	Pitavastatin	ABCG2;SLC10A1;ABCB1;SLCO1B1;SLCO1B3;SLCO2B1;ABCC2	HMGCR	CYP2C9;UGT2B7;CYP2C8;UGT1A3	ALB;ORM1	approved
DB08862	Cholecystokinin	SLCO1B3	CCKBR;PRKCB;CCKAR;MAPK3;RAF1;EGF			investigational;approved
DB08864	Rilpivirine	SLCO1B1;ABCB1;ABCG2;SLCO1B3	NR1I2;pol	CYP2B6;CYP3A4;CYP2C19;CYP1A2	ALB	approved
DB08865	Crizotinib	ABCB1	MET;ALK	CYP3A4;CYP3A5;CYP2B6		approved
DB08867	Ulipristal	ABCB1	NR3C1;AR;PGR	CYP3A4;CYP1A2	ALB;ORM1	approved
DB08868	Fingolimod		HDAC1;S1PR5	SPHK1;CYP2D6;CYP4F12;CYP2E1;CYP4F2;CYP3A4		investigational;approved
DB08869	Tesamorelin		GHRHR			investigational;approved
DB08870	Brentuximab vedotin	ABCB5	TNFRSF8	CYP3A4		investigational;approved
DB08871	Eribulin		TUBB1;BCL2			investigational;approved
DB08872	Gabapentin Enacarbil	SLC5A8;SLC5A6	CACNA2D2;CACNA2D1			investigational;approved
DB08873	Boceprevir	ABCB1	NS3/4A	CYP3A4;CYP3A5		approved;withdrawn
DB08874	Fidaxomicin	ABCB1	sigA1			approved
DB08875	Cabozantinib		MET;RET;KDR	CYP2C9;CYP3A4		investigational;approved
DB08876	Taliglucerase Alfa					investigational;approved
DB08877	Ruxolitinib		JAK2;JAK1	CYP3A4		approved
DB08879	Belimumab		TNFSF13B			approved
DB08880	Teriflunomide	ABCG2	DHODH	CYP2C8		approved
DB08881	Vemurafenib	ABCG2;ABCC1	BRAF	CYP1A2;CYP3A4;CYP2D6	ALB;ORM1	approved
DB08882	Linagliptin	ABCB1	DPP4	CYP3A4		approved
DB08883	Perampanel		GRIA1	CYP3A4;CYP3A5		approved
DB08884	Gadoxetic acid	SLCO1B1;ABCC4;SLCO1B3;ABCC2;ABCC3				approved
DB08885	Aflibercept		PGF;VEGFA;VEGFB			approved
DB08886	Asparaginase Erwinia chrysanthemi					investigational;approved
DB08887	Icosapent ethyl					investigational;approved;nutraceutical
DB08888	Ocriplasmin		A2M;FN1;SERPINF2			approved
DB08889	Carfilzomib	ABCB1	PSMB10;PSMB9;PSMB8;PSMB5;PSMB2;PSMB1			investigational;approved
DB08890	Linaclotide		GUCY2C			approved
DB08893	Mirabegron	ABCB1;SLCO1A2	ADRB3	CYP3A4;BCHE;CYP2D6	ALB;ORM1	approved
DB08894	Peginesatide		EPOR			investigational;approved
DB08895	Tofacitinib		TYK2;JAK2;JAK3;JAK1	CYP3A4;CYP2C19	ALB	investigational;approved
DB08896	Regorafenib	ABCB1;ABCG2	PDGFRB;PDGFRA;TEK;EPHA2;DDR2;RAF1;NTRK1;RET;KIT;FRK;MAPK11;BRAF;ABL1;FLT4;FGFR1;FGFR2;KDR;FLT1	CYP2C9;CYP2C8;CYP2B6;CYP2C19;UGT1A9;CYP3A4;UGT1A1		approved
DB08897	Aclidinium		CHRM5;CHRM4;CHRM3;CHRM2;CHRM1	BCHE		approved
DB08898	Glucarpidase					investigational;approved
DB08899	Enzalutamide	ABCB1	AR	CYP2C9;CYP2C8;CYP2D6;CYP2B6;CYP2C19;CYP3A4;CYP3A5	ALB	approved
DB08900	Teduglutide		GLP2R			approved
DB08901	Ponatinib	ABCB11;ABCB1;ABCG2	SRC;PDGFRA;TEK;RET;KIT;FGFR3;LCK;KDR;ABL1;FGFR4;LYN;FGFR2;FLT3;BCR;FGFR1	CYP2C8;CYP3A4;CYP3A5;CYP2D6		investigational;approved
DB08902	Raxibacumab		pagA			approved
DB08903	Bedaquiline		atpE	CYP3A4		approved
DB08904	Certolizumab pegol		TNF			approved
DB08905	Formestane					investigational;approved;withdrawn
DB08906	Fluticasone furoate	ABCB1	NR3C1	CYP3A4		approved
DB08907	Canagliflozin	ABCB1;ABCC2	SLC5A1;SLC5A2	UGT2B4;CYP3A4;UGT1A9	ALB;ORM1	approved
DB08908	Dimethyl fumarate		KEAP1;RELA			investigational;approved
DB08909	Glycerol Phenylbutyrate			CYP3A4;PNLIP;CYP1A2;CYP2D6		approved
DB08910	Pomalidomide	ABCB1	PTGS2;CRBN;TNF	CYP1A2;CYP3A4		approved
DB08911	Trametinib		MAP2K2;MAP2K1	CYP2C8;CYP3A4		approved
DB08912	Dabrafenib	ABCG2;ABCB1;SLCO1B3;SLCO1B1;SLC22A6;SLC22A8	SIK1;LIMK1;RAF1;BRAF;NEK11	CYP2C8;CYP3A4		investigational;approved
DB08913	Radium Ra 223 Dichloride					investigational;approved
DB08916	Afatinib	ABCB1;ABCG2	ERBB2;EGFR;ERBB4			approved
DB08917	Ferric Carboxymaltose					approved
DB08918	Levomilnacipran	ABCB1	SLC6A2;SLC6A4	CYP2J2;CYP2C8;CYP3A4;CYP2C19;CYP2D6		investigational;approved
DB08922	Perospirone		ADRA1A;DRD4;DRD2;HTR2A;HRH1;HTR1A	CYP2C8;CYP3A4;CYP2D6;CYP1A1		approved
DB08924	Amfecloral					approved
DB08928	Arsthinol					approved
DB08930	Dolutegravir	ABCG2;SLC22A6;SLC22A2;SLC47A2;SLC47A1;SLC22A8	pol	UGT1A9;CYP3A4;UGT1A1;UGT1A3	ABCB1	approved
DB08931	Riociguat	ABCG2	GUCY1A2	CYP2J2;CYP1A1;CYP3A4;CYP2C8	ALB;ORM1	approved
DB08932	Macitentan		EDNRA;EDNRB	CYP3A4;CYP2C19	ALB	approved
DB08933	Luliconazole		ERG11	CYP3A4;CYP2C19		approved
DB08934	Sofosbuvir	ABCB1;ABCG2	NS5b	CTSA;CES1A1a;HINT1;NME1;CMPK1		approved
DB08935	Obinutuzumab		MS4A1			investigational;approved
DB08936	Chlorcyclizine		HRH1			approved
DB08938	Magaldrate					approved;withdrawn
