Gene,Gene ID,drugs,ID,ADME
SLC22A1,6580,"Nicotine,Reserpine,Nelfinavir,Indinavir,Disopyramide,Codeine,Norepinephrine,Progesterone,Pramipexole,Prazosin,Imipramine,Quinine,Chlorpromazine,Cimetidine,Caspofungin,Guanidine,Clonidine,Imatinib,Testosterone,Latanoprost,Verapamil,Epinephrine,Midazolam,Lamivudine,Rocuronium,Estradiol,Ranitidine,Quinidine,Phenformin,Amantadine,Dinoprostone,Phenoxybenzamine,Dopamine,Ganciclovir,Probenecid,Procainamide,Diphenhydramine,Chlorphenamine,Desipramine,Acebutolol,Tubocurarine,Saquinavir,Pancuronium,Vecuronium,Acepromazine,Pipotiazine,Thioproperazine,Thiothixene,Acetylcholine,Estrone sulfate,Histamine,Dexchlorpheniramine maleate,Bilastine,Pitolisant,Latanoprostene Bunod,Baricitinib,Rucaparib,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00184,DB00206,DB00220,DB00224,DB00280,DB00318,DB00368,DB00396,DB00413,DB00457,DB00458,DB00468,DB00477,DB00501,DB00520,DB00536,DB00575,DB00619,DB00624,DB00654,DB00661,DB00668,DB00683,DB00709,DB00728,DB00783,DB00863,DB00908,DB00914,DB00915,DB00917,DB00925,DB00988,DB01004,DB01032,DB01035,DB01075,DB01114,DB01151,DB01193,DB01199,DB01232,DB01337,DB01339,DB01614,DB01621,DB01622,DB01623,DB03128,DB04574,DB05381,DB09555,DB11591,DB11642,DB11660,DB11817,DB12332,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLC22A10,387775,"Conjugated estrogens,Salicylic acid,Probenecid","DB00286,DB00936,DB01032",True
SLC22A11,55867,"Pravastatin,Doxycycline,Conjugated estrogens,Indomethacin,Cefalotin,Cefotaxime,Zidovudine,Cimetidine,Piroxicam,Methotrexate,Diclofenac,Oxytetracycline,Furosemide,Tetracycline,Estradiol,Phenylbutazone,Bumetanide,Dinoprostone,Salicylic acid,Ketoprofen,Minocycline,Probenecid,Ibuprofen,Novobiocin,Benzylpenicillin,Ceftriaxone,Cefamandole,Cefazolin,Cefoperazone,Caprylic acid,Lesinurad,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00175,DB00254,DB00286,DB00328,DB00456,DB00493,DB00495,DB00501,DB00554,DB00563,DB00586,DB00595,DB00695,DB00759,DB00783,DB00812,DB00887,DB00917,DB00936,DB01009,DB01017,DB01032,DB01050,DB01051,DB01053,DB01212,DB01326,DB01327,DB01329,DB04519,DB11560,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLC22A12,116085,"Losartan,Probenecid,Sulfinpyrazone,Lesinurad","DB00678,DB01032,DB01138,DB11560",True
SLC22A16,85413,"L-Carnitine,Doxorubicin","DB00583,DB00997",True
SLC22A2,6582,"Nicotine,Reserpine,Metoprolol,Disopyramide,Grepafloxacin,Norepinephrine,Progesterone,Pramipexole,Prazosin,Imipramine,Quinine,Zidovudine,Cimetidine,Cisplatin,Guanidine,Vinblastine,Propranolol,Imatinib,Epinephrine,Flurazepam,Daunorubicin,Lamivudine,Estradiol,Cocaine,Quinidine,Phenformin,Amantadine,Dinoprostone,Phenoxybenzamine,Famotidine,Dopamine,Probenecid,Procainamide,Memantine,Diphenhydramine,Quinacrine,Chlorphenamine,Levofloxacin,Desipramine,Tubocurarine,Pancuronium,Oxprenolol,Histamine,Dolutegravir,Dexchlorpheniramine maleate,Isavuconazole,Baricitinib,Apalutamide,Enasidenib,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00184,DB00206,DB00264,DB00280,DB00365,DB00368,DB00396,DB00413,DB00457,DB00458,DB00468,DB00495,DB00501,DB00515,DB00536,DB00570,DB00571,DB00619,DB00668,DB00690,DB00694,DB00709,DB00783,DB00907,DB00908,DB00914,DB00915,DB00917,DB00925,DB00927,DB00988,DB01032,DB01035,DB01043,DB01075,DB01103,DB01114,DB01137,DB01151,DB01199,DB01337,DB01580,DB05381,DB08930,DB09555,DB11633,DB11817,DB11901,DB13874,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLC22A3,6581,"Amphetamine,Nicotine,Norepinephrine,Progesterone,Prazosin,Imipramine,Cimetidine,Guanidine,Vincristine,Clonidine,Testosterone,Lamivudine,Adefovir Dipivoxil,Irinotecan,Estradiol,Phenoxybenzamine,Dopamine,Procainamide,Desipramine,Colchicine,Methamphetamine,Histamine,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00182,DB00184,DB00368,DB00396,DB00457,DB00458,DB00501,DB00536,DB00541,DB00575,DB00624,DB00709,DB00718,DB00762,DB00783,DB00925,DB00988,DB01035,DB01151,DB01394,DB01577,DB05381,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLC22A4,6583,"Nicotine,Ipratropium bromide,Imipramine,Quinine,Cimetidine,Guanidine,Clonidine,L-Carnitine,Testosterone,Verapamil,Quinidine,Procainamide,Benzylpenicillin,Levofloxacin,Desipramine,Ofloxacin,Tiotropium,Mepyramine,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate","DB00184,DB00332,DB00458,DB00468,DB00501,DB00536,DB00575,DB00583,DB00624,DB00661,DB00908,DB01035,DB01053,DB01137,DB01151,DB01165,DB01409,DB06691,DB13943,DB13944,DB13946",True
SLC22A5,6584,"Amphetamine,Nicotine,Lidocaine,Valproic Acid,Ipratropium bromide,Grepafloxacin,Norepinephrine,Ceftazidime,Cefalotin,Quinine,Cimetidine,Guanidine,Cephalexin,Clonidine,L-Carnitine,Niacin,Verapamil,Epinephrine,Furosemide,Quinidine,Dactinomycin,Lomefloxacin,Dopamine,Probenecid,Procainamide,Benzylpenicillin,Norfloxacin,Diphenhydramine,Cefadroxil,Desipramine,Ofloxacin,Sparfloxacin,Cefradine,Tiotropium,Methamphetamine,Acetylcholine,Histamine,Mepyramine","DB00182,DB00184,DB00281,DB00313,DB00332,DB00365,DB00368,DB00438,DB00456,DB00468,DB00501,DB00536,DB00567,DB00575,DB00583,DB00627,DB00661,DB00668,DB00695,DB00908,DB00970,DB00978,DB00988,DB01032,DB01035,DB01053,DB01059,DB01075,DB01140,DB01151,DB01165,DB01208,DB01333,DB01409,DB01577,DB03128,DB05381,DB06691",True
SLC22A6,9356,"Cyclosporine,Riboflavin,Folic Acid,Pravastatin,Cefotiam,Doxycycline,Conjugated estrogens,Tenofovir disoproxil,Valproic Acid,Acetaminophen,Piperacillin,Indomethacin,Grepafloxacin,Cidofovir,Trifluridine,Ceftazidime,Chloramphenicol,Cefalotin,Cefotaxime,Zidovudine,Tolmetin,Cimetidine,Caspofungin,Foscarnet,Piroxicam,Methotrexate,Cephalexin,Valaciclovir,Enalapril,Diclofenac,Oxytetracycline,Sulindac,Cyclothiazide,Nafcillin,Stavudine,Chlorpropamide,Losartan,Furosemide,Methazolamide,Lamivudine,Flurbiprofen,Adefovir Dipivoxil,Nateglinide,Etodolac,Tetracycline,Naproxen,Gentamicin,Phenylbutazone,Acetazolamide,Carprofen,Cinoxacin,Diflunisal,Chlorothiazide,Bumetanide,Didanosine,Etacrynic acid,Dinoprostone,Salicylic acid,Meclofenamic acid,Zalcitabine,Acetylsalicylic acid,Hydrochlorothiazide,Ganciclovir,Ketoprofen,Glyburide,Minocycline,Probenecid,Ibuprofen,Novobiocin,Benzylpenicillin,Norfloxacin,Amoxicillin,Streptomycin,Tolbutamide,Levofloxacin,Cefadroxil,Cloxacillin,Ofloxacin,Captopril,Ceftriaxone,Bromodiphenhydramine,Cefamandole,Cefazolin,Cefoperazone,Cefradine,Cefacetrile,Antipyrine,Cilastatin,Topiroxostat,Oxyphenbutazone,Caprylic acid,Acetylcysteine,Dabrafenib,Dolutegravir,Baricitinib,Rucaparib,Enasidenib","DB00091,DB00140,DB00158,DB00175,DB00229,DB00254,DB00286,DB00300,DB00313,DB00316,DB00319,DB00328,DB00365,DB00369,DB00432,DB00438,DB00446,DB00456,DB00493,DB00495,DB00500,DB00501,DB00520,DB00529,DB00554,DB00563,DB00567,DB00577,DB00584,DB00586,DB00595,DB00605,DB00606,DB00607,DB00649,DB00672,DB00678,DB00695,DB00703,DB00709,DB00712,DB00718,DB00731,DB00749,DB00759,DB00788,DB00798,DB00812,DB00819,DB00821,DB00827,DB00861,DB00880,DB00887,DB00900,DB00903,DB00917,DB00936,DB00939,DB00943,DB00945,DB00999,DB01004,DB01009,DB01016,DB01017,DB01032,DB01050,DB01051,DB01053,DB01059,DB01060,DB01082,DB01124,DB01137,DB01140,DB01147,DB01165,DB01197,DB01212,DB01237,DB01326,DB01327,DB01329,DB01333,DB01414,DB01435,DB01597,DB01685,DB03585,DB04519,DB06151,DB08912,DB08930,DB11817,DB12332,DB13874",True
SLC22A7,10864,"Pravastatin,Theophylline,Valproic Acid,Indomethacin,Allopurinol,Cefalotin,Cefotaxime,Zidovudine,Cimetidine,Fluorouracil,Methotrexate,Enalapril,Oxytetracycline,Testosterone,Tetracycline,Bumetanide,Dinoprostone,Salicylic acid,Zalcitabine,Acetylsalicylic acid,Ganciclovir,Ketoprofen,Glyburide,Minocycline,Probenecid,Rifampicin,Clarithromycin,Docetaxel,Oxtriphylline,Cefamandole,Cefoperazone,Cholic Acid,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate","DB00175,DB00277,DB00313,DB00328,DB00437,DB00456,DB00493,DB00495,DB00501,DB00544,DB00563,DB00584,DB00595,DB00624,DB00759,DB00887,DB00917,DB00936,DB00943,DB00945,DB01004,DB01009,DB01016,DB01017,DB01032,DB01045,DB01211,DB01248,DB01303,DB01326,DB01329,DB02659,DB13943,DB13944,DB13946",True
SLC22A8,9376,"Succinic acid,Pravastatin,Baclofen,Oseltamivir,Doxycycline,Liothyronine,Conjugated estrogens,Tenofovir disoproxil,Valproic Acid,Indomethacin,Digoxin,Allopurinol,Cefalotin,Tenoxicam,Cefotaxime,Zidovudine,Cimetidine,Guanidine,Piroxicam,Methotrexate,Cephalexin,Valaciclovir,L-Carnitine,Enalapril,Diclofenac,Oxytetracycline,Testosterone,Furosemide,Adefovir Dipivoxil,Tetracycline,Estradiol,Phenylbutazone,Ranitidine,Bumetanide,Quinidine,Dinoprostone,Famotidine,Salicylic acid,Ganciclovir,Ketoprofen,Minocycline,Probenecid,Mercaptopurine,Ibuprofen,Novobiocin,Benzylpenicillin,Melatonin,Ouabain,Cefadroxil,Ceftriaxone,Cefamandole,Cefazolin,Cefoperazone,Cefacetrile,Liotrix,Cilastatin,Topiroxostat,Cholic Acid,Benzoic Acid,Caprylic acid,Saxagliptin,Methyltestosterone,Dabrafenib,Dolutegravir,Avibactam,Eluxadoline,Baricitinib,Apalutamide,Letermovir,Rucaparib,Enasidenib,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00139,DB00175,DB00181,DB00198,DB00254,DB00279,DB00286,DB00300,DB00313,DB00328,DB00390,DB00437,DB00456,DB00469,DB00493,DB00495,DB00501,DB00536,DB00554,DB00563,DB00567,DB00577,DB00583,DB00584,DB00586,DB00595,DB00624,DB00695,DB00718,DB00759,DB00783,DB00812,DB00863,DB00887,DB00908,DB00917,DB00927,DB00936,DB01004,DB01009,DB01017,DB01032,DB01033,DB01050,DB01051,DB01053,DB01065,DB01092,DB01140,DB01212,DB01326,DB01327,DB01329,DB01414,DB01583,DB01597,DB01685,DB02659,DB03793,DB04519,DB06335,DB06710,DB08912,DB08930,DB09060,DB09272,DB11817,DB11901,DB12070,DB12332,DB13874,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLC25A10,1468,Succinic acid,DB00139,
SLC25A20,788,L-Carnitine,DB00583,
SLC25A29,123096,L-Carnitine,DB00583,
SLC25A32,81034,Folic Acid,DB00158,True
SLC25A4,291,Clodronic Acid,DB00720,
SLC25A5,292,Clodronic Acid,DB00720,
SLC25A6,293,Clodronic Acid,DB00720,
SLC28A1,9154,"Gemcitabine,Zidovudine,Stavudine","DB00441,DB00495,DB00649",True
SLC28A2,9153,Mercaptopurine,DB01033,True
SLC28A3,64078,"Gemcitabine,Adenosine,Mercaptopurine","DB00441,DB00640,DB01033",True
SLC29A1,2030,"Gemcitabine,Fluorouracil,Ethanol,Didanosine,Zalcitabine,Mercaptopurine,Cannabidiol","DB00441,DB00544,DB00898,DB00900,DB00943,DB01033,DB09061",True
SLC29A2,3177,"Gemcitabine,Zidovudine,Ethanol,Didanosine,Zalcitabine,Mercaptopurine","DB00441,DB00495,DB00898,DB00900,DB00943,DB01033",True
SLC2A1,6513,Resveratrol,DB02709,
SLC2A2,6514,Streptozocin,DB00428,
SLC2A9,56606,"Losartan,Probenecid","DB00678,DB01032",True
SLC31A1,1317,Cisplatin,DB00515,True
SLC31A2,1318,Cisplatin,DB00515,True
SLC46A1,113235,"Folic Acid,Methotrexate,Sulfasalazine","DB00158,DB00563,DB00795",True
SLC47A1,55244,"Cimetidine,Cephalexin,Sirolimus,Bromodiphenhydramine,Dolutegravir,Bictegravir,Baricitinib,Apalutamide,Abemaciclib,Rucaparib","DB00501,DB00567,DB00877,DB01237,DB08930,DB11799,DB11817,DB11901,DB12001,DB12332",True
SLC47A2,146802,"Dolutegravir,Baricitinib,Apalutamide,Abemaciclib,Rucaparib,Copanlisib","DB08930,DB11817,DB11901,DB12001,DB12332,DB12483",True
SLC51A,200931,"Conjugated estrogens,Digoxin,Dinoprostone","DB00286,DB00390,DB00917",True
SLC51B,123264,"Conjugated estrogens,Digoxin,Dinoprostone","DB00286,DB00390,DB00917",True
SLC5A1,6523,Canagliflozin,DB08907,
SLC5A2,6524,"Dapagliflozin,Canagliflozin,Ertugliflozin","DB06292,DB08907,DB11827",
SLC5A8,160728,Niacin,DB00627,True
SLC6A1,6529,"Clobazam,Tiagabine","DB00349,DB00906",True
SLC6A11,6538,Clobazam,DB00349,True
SLC6A14,11254,Valaciclovir,DB00577,True
SLC6A2,6530,"Amphetamine,Phentermine,Tramadol,Citalopram,Guanadrel,Reboxetine,Venlafaxine,Atomoxetine,Amitriptyline,Protriptyline,Norepinephrine,Mirtazapine,Loxapine,Methylphenidate,Pethidine,Imipramine,Duloxetine,Dextromethorphan,Nortriptyline,Amoxapine,Mazindol,Ergotamine,Paroxetine,Trimipramine,Phenmetrazine,Pseudoephedrine,Cocaine,Maprotiline,Diethylpropion,Dopamine,Sibutramine,Chlorphenamine,Doxepin,Nefazodone,Desipramine,Bupropion,Guanethidine,Orphenadrine,Escitalopram,Ketamine,Clomipramine,Ephedra,Ephedrine,Ginkgo biloba,Dextroamphetamine,Methamphetamine,Phendimetrazine,Debrisoquin,Milnacipran,Mianserin,Tapentadol,Droxidopa,Desvenlafaxine,Dexmethylphenidate,Levomilnacipran,Dosulepin,Viloxazine,Zotepine","DB00182,DB00191,DB00193,DB00215,DB00226,DB00234,DB00285,DB00289,DB00321,DB00344,DB00368,DB00370,DB00408,DB00422,DB00454,DB00458,DB00476,DB00514,DB00540,DB00543,DB00579,DB00696,DB00715,DB00726,DB00830,DB00852,DB00907,DB00934,DB00937,DB00988,DB01105,DB01114,DB01142,DB01149,DB01151,DB01156,DB01170,DB01173,DB01175,DB01221,DB01242,DB01363,DB01364,DB01381,DB01576,DB01577,DB01579,DB04840,DB04896,DB06148,DB06204,DB06262,DB06700,DB06701,DB08918,DB09167,DB09185,DB09225",True
SLC6A3,6531,"Amphetamine,Phentermine,Citalopram,Benzatropine,Venlafaxine,Atomoxetine,Mirtazapine,Loxapine,Methylphenidate,Pethidine,Imipramine,Duloxetine,Amoxapine,Mazindol,Procaine,Trimipramine,Modafinil,Phenmetrazine,Pseudoephedrine,Benzphetamine,Cocaine,Diethylpropion,Dopamine,Sertraline,Sibutramine,Chlorphenamine,Diphenylpyraline,Nefazodone,Bupropion,Chloroprocaine,Escitalopram,Lisdexamfetamine,Ephedra,Fencamfamine,Dextroamphetamine,Methamphetamine,Mianserin,Armodafinil,Dexmethylphenidate","DB00182,DB00191,DB00215,DB00245,DB00285,DB00289,DB00370,DB00408,DB00422,DB00454,DB00458,DB00476,DB00543,DB00579,DB00721,DB00726,DB00745,DB00830,DB00852,DB00865,DB00907,DB00937,DB00988,DB01104,DB01105,DB01114,DB01146,DB01149,DB01156,DB01161,DB01175,DB01255,DB01363,DB01463,DB01576,DB01577,DB06148,DB06413,DB06701",True
SLC6A4,6532,"Fluvoxamine,Amphetamine,Phentermine,Tramadol,Citalopram,Venlafaxine,Atomoxetine,Amitriptyline,Protriptyline,Mirtazapine,Loxapine,Methylphenidate,Pethidine,Imipramine,Fluoxetine,Duloxetine,Dextromethorphan,Nortriptyline,Amoxapine,Fenfluramine,Mazindol,Trazodone,Verapamil,Paroxetine,Trimipramine,Minaprine,Pseudoephedrine,Cocaine,Dopamine,Tegaserod,Sertraline,Sibutramine,Chlorphenamine,Doxepin,Nefazodone,Desipramine,Escitalopram,Dexfenfluramine,Clomipramine,Ephedra,Methamphetamine,Milnacipran,Mianserin,Tapentadol,Vilazodone,Desvenlafaxine,Dexmethylphenidate,Levomilnacipran,Butriptyline,Vortioxetine,Dosulepin,Lorpiprazole,Zotepine,Tianeptine","DB00176,DB00182,DB00191,DB00193,DB00215,DB00285,DB00289,DB00321,DB00344,DB00370,DB00408,DB00422,DB00454,DB00458,DB00472,DB00476,DB00514,DB00540,DB00543,DB00574,DB00579,DB00656,DB00661,DB00715,DB00726,DB00805,DB00852,DB00907,DB00988,DB01079,DB01104,DB01105,DB01114,DB01142,DB01149,DB01151,DB01175,DB01191,DB01242,DB01363,DB01577,DB04896,DB06148,DB06204,DB06684,DB06700,DB06701,DB08918,DB09016,DB09068,DB09167,DB09195,DB09225,DB09289",True
SLC7A11,23657,"Riluzole,Sulfasalazine,Rosuvastatin,Acetylcysteine","DB00740,DB00795,DB01098,DB06151",True
SLC7A3,84889,Fluciclovine (18F),DB13146,
SLC7A5,8140,"Liothyronine,Levothyroxine,Levodopa","DB00279,DB00451,DB01235",True
SLC7A7,9056,Fluciclovine (18F),DB13146,
SLC7A8,23428,Levodopa,DB01235,True
SLC8A1,6546,Icosapent,DB00159,
SLCO1A2,6579,"Cyclosporine,Pravastatin,Nelfinavir,Indinavir,Lovastatin,Liothyronine,Conjugated estrogens,Indomethacin,Digoxin,Spironolactone,Levothyroxine,Quinine,Ritonavir,Methotrexate,Enalapril,Testosterone,Prednisone,Simvastatin,Estrone,Verapamil,Sumatriptan,Rocuronium,Hydrocortisone,Estradiol,Naproxen,Prednisolone,Bumetanide,Quinidine,Dinoprostone,Fexofenadine,Ketoprofen,Glyburide,Ketoconazole,Probenecid,Rifampicin,Ibuprofen,Atorvastatin,Ouabain,Rosuvastatin,Tolbutamide,Naloxone,Saquinavir,Dexamethasone,Digitoxin,Liotrix,Ursodeoxycholic acid,Cholic Acid,Deoxycholic Acid,Estriol,Methyltestosterone,Mirabegron,Bilastine,Lifitegrast,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00091,DB00175,DB00220,DB00224,DB00227,DB00279,DB00286,DB00328,DB00390,DB00421,DB00451,DB00468,DB00503,DB00563,DB00584,DB00624,DB00635,DB00641,DB00655,DB00661,DB00669,DB00728,DB00741,DB00783,DB00788,DB00860,DB00887,DB00908,DB00917,DB00950,DB01009,DB01016,DB01026,DB01032,DB01045,DB01050,DB01076,DB01092,DB01098,DB01124,DB01183,DB01232,DB01234,DB01396,DB01583,DB01586,DB02659,DB03619,DB04573,DB06710,DB08893,DB11591,DB11611,DB13943,DB13944,DB13946,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO1B1,10599,"Cyclosporine,Pravastatin,Valsartan,Erythromycin,Pantoprazole,Nelfinavir,Indinavir,Lovastatin,Liothyronine,Conjugated estrogens,Digoxin,Rosiglitazone,Cerivastatin,Levothyroxine,Ritonavir,Caspofungin,Methotrexate,L-Carnitine,Simvastatin,Estrone,Verapamil,Sumatriptan,Mycophenolate mofetil,Irinotecan,Estradiol,Sirolimus,Quinidine,Repaglinide,Dinoprostone,Fexofenadine,Ezetimibe,Rifampicin,Benzylpenicillin,Atorvastatin,Ouabain,Fluvastatin,Rosuvastatin,Pioglitazone,Clarithromycin,Saquinavir,Gemfibrozil,Bezafibrate,Liotrix,Cholic Acid,Cobimetinib,Telaprevir,Acetylcysteine,Ambrisentan,Pazopanib,Axitinib,Cabazitaxel,Pitavastatin,Rilpivirine,Dabrafenib,Lobeglitazone,Eluxadoline,Selexipag,Grazoprevir,Apalutamide,Voxilaprevir,Letermovir,Rucaparib,Levosalbutamol,Enasidenib,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00091,DB00175,DB00177,DB00199,DB00213,DB00220,DB00224,DB00227,DB00279,DB00286,DB00390,DB00412,DB00439,DB00451,DB00503,DB00520,DB00563,DB00583,DB00641,DB00655,DB00661,DB00669,DB00688,DB00762,DB00783,DB00877,DB00908,DB00912,DB00917,DB00950,DB00973,DB01045,DB01053,DB01076,DB01092,DB01095,DB01098,DB01132,DB01211,DB01232,DB01241,DB01393,DB01583,DB02659,DB05239,DB05521,DB06151,DB06403,DB06589,DB06626,DB06772,DB08860,DB08864,DB08912,DB09198,DB09272,DB11362,DB11575,DB11901,DB12026,DB12070,DB12332,DB13139,DB13874,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO1B3,28234,"Pravastatin,Valsartan,Liothyronine,Conjugated estrogens,Digoxin,Levothyroxine,Caspofungin,Methotrexate,Mycophenolate mofetil,Estradiol,Fexofenadine,Rifampicin,Atorvastatin,Ouabain,Fluvastatin,Rosuvastatin,Pioglitazone,Clarithromycin,Paclitaxel,Docetaxel,Liotrix,Cholic Acid,Cobimetinib,Romidepsin,Ambrisentan,Cabazitaxel,Pitavastatin,Rilpivirine,Dabrafenib,Selexipag,Grazoprevir,Baricitinib,Voxilaprevir,Letermovir,Rucaparib,Levosalbutamol,Enasidenib,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00175,DB00177,DB00279,DB00286,DB00390,DB00451,DB00520,DB00563,DB00688,DB00783,DB00950,DB01045,DB01076,DB01092,DB01095,DB01098,DB01132,DB01211,DB01229,DB01248,DB01583,DB02659,DB05239,DB06176,DB06403,DB06772,DB08860,DB08864,DB08912,DB11362,DB11575,DB11817,DB12026,DB12070,DB12332,DB13139,DB13874,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO1C1,53919,"Phenytoin,Liothyronine,Conjugated estrogens,Digoxin,Levothyroxine,Methotrexate,Diclofenac,Estradiol,Dinoprostone,Meclofenamic acid,Probenecid,Ouabain,Liotrix,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00252,DB00279,DB00286,DB00390,DB00451,DB00563,DB00586,DB00783,DB00917,DB00939,DB01032,DB01092,DB01583,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO2A1,6578,"Furosemide,Alprostadil,Dinoprostone,Iloprost,Phenobarbital,Lactic Acid","DB00695,DB00770,DB00917,DB01088,DB01174,DB04398",True
SLCO2B1,11309,"Pravastatin,Conjugated estrogens,Digoxin,Montelukast,Niacin,Latanoprost,Estrone,Alprostadil,Estradiol,Dinoprostone,Salicylic acid,Fexofenadine,Glyburide,Rifampicin,Ergoloid mesylate,Ibuprofen,Benzylpenicillin,Atorvastatin,Iloprost,Fluvastatin,Rosuvastatin,Tolbutamide,Benzoic Acid,Citric Acid,Lactic Acid,Telaprevir,Pitavastatin,Bilastine,Lifitegrast,Latanoprostene Bunod,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00175,DB00286,DB00390,DB00471,DB00627,DB00654,DB00655,DB00770,DB00783,DB00917,DB00936,DB00950,DB01016,DB01045,DB01049,DB01050,DB01053,DB01076,DB01088,DB01095,DB01098,DB01124,DB03793,DB04272,DB04398,DB05521,DB08860,DB11591,DB11611,DB11660,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO3A1,28232,"Conjugated estrogens,Methotrexate,Alprostadil,Dinoprostone,Benzylpenicillin,Iloprost,Lobeglitazone","DB00286,DB00563,DB00770,DB00917,DB01053,DB01088,DB09198",True
SLCO4A1,28231,"Liothyronine,Conjugated estrogens,Digoxin,Levothyroxine,Estradiol,Dinoprostone,Benzylpenicillin,Liotrix,Estradiol acetate,Estradiol benzoate,Estradiol cypionate,Estradiol dienanthate,Estradiol valerate","DB00279,DB00286,DB00390,DB00451,DB00783,DB00917,DB01053,DB01583,DB13952,DB13953,DB13954,DB13955,DB13956",True
SLCO4C1,353189,"Liothyronine,Digoxin,Levothyroxine,Methotrexate,Ouabain,Digitoxin,Liotrix,Saxagliptin","DB00279,DB00390,DB00451,DB00563,DB01092,DB01396,DB01583,DB06335",True
SMO,6608,"Fluocinonide,Vismodegib,Sonidegib","DB01047,DB08828,DB09143",
SMPD1,6609,"Amlodipine,Chlorpromazine,Desipramine,Cannabidiol","DB00381,DB00477,DB01151,DB09061",True
SNCA,6622,Resveratrol,DB02709,
SOAT1,6646,"Ezetimibe,Hesperetin","DB00973,DB01094",
SOAT2,8435,Hesperetin,DB01094,
SOD1,6647,"Cisplatin,Epinephrine,Dopamine,Isoprenaline,Zinc,Cannabidiol","DB00515,DB00668,DB00988,DB01064,DB01593,DB09061",True
SORD,6652,NADH,DB00157,
SPTLC1,10558,Pyridoxal Phosphate,DB00114,
SPTLC2,9517,Pyridoxal Phosphate,DB00114,
SPTLC3,55304,Pyridoxal Phosphate,DB00114,
SQLE,6713,Terbinafine,DB00857,
SRC,6714,"Dasatinib,Citric Acid,Bosutinib,Ponatinib,Nintedanib","DB01254,DB04272,DB06616,DB08901,DB09079",
SRD5A1,6715,"Levonorgestrel,Spironolactone,Dutasteride,Finasteride,Testosterone propionate,Oxymetholone,Norgestrel,Testosterone cypionate,Testosterone enanthate,Testosterone undecanoate","DB00367,DB00421,DB01126,DB01216,DB01420,DB06412,DB09389,DB13943,DB13944,DB13946",True
SRD5A2,6716,"Dutasteride,Finasteride","DB01126,DB01216",
SREBF1,6720,"Doconexent,Omega-3 fatty acids","DB03756,DB11133",
SRM,6723,Ademetionine,DB00118,True
SRR,63826,Pyridoxal Phosphate,DB00114,
SSPA,NaN,Citric Acid,DB04272,
STAT5B,6777,Dasatinib,DB01254,
STMN4,81551,Lomustine,DB01206,
STS,412,"Norelgestromin,Tibolone","DB06713,DB09070",True
SUCLA2,8803,Succinic acid,DB00139,
SUCLG1,8802,Succinic acid,DB00139,
SUCLG2,8801,Succinic acid,DB00139,
SUCNR1,56670,Succinic acid,DB00139,
SULI,NaN,Sulfapyridine,DB00891,
SULT1A1,6817,"Acetaminophen,Tamoxifen,Tibolone","DB00316,DB00675,DB09070",True
SULT1A3,6818,Acetaminophen,DB00316,True
SULT1E1,6783,"Acetaminophen,Cyclizine","DB00316,DB01176",True
SULT2A1,6822,"Acetaminophen,Prasterone,Abiraterone","DB00316,DB01708,DB05812",True
SULT2B1,6820,Prasterone,DB01708,
SV2A,9900,"Levetiracetam,Brivaracetam","DB01202,DB05541",
SYTL4,94121,"Insulin Human,Insulin Pork","DB00030,DB00071",
TAAR1,134864,"Amphetamine,Dextroamphetamine,Methamphetamine","DB00182,DB01576,DB01577",
